	eng	kor
39	All of my moments are facing you	널 향해 있음을
1	What we want, we get em all, still not that much buzz	원하는 것 get ’em all 아직 없어 많은 buzz
2	Stars in the city, in front of the CT, there’s an N	도심 속의 주인공 CT 앞에 N 붙여
3	We don’t chase after wons, be the one one one	[태용/마크] 우린 won을 쫓지 않아 be the one one one
4	Yeah, I’m the star of this night	[태용/마크] Yeah 셀 수 없는 밤 난 주인공이 돼
5	I be bangin’ with my team, we’re awake	I be bangin’ with my team 우린 깨있어 (깨있어 깨있어)
6	The light shines on us in the street	빛은 우릴 가리키지 in the street oh (splash)
7	In the city	도심 속에 잠시 (잠시)
8	We’re closing our eyes and falling asleep	눈을 붙여 잠에 들지 (bang bang)
9	I can catch my dreams with my hands	꿈이 내 손에 잡히지 (잡히지)
10	Reflecting in my head	머리 속 상상이 비치지 (pause)
11	And now we in a zone	And now we in a zone (oh)
12	Filling up, we’re gold	가득 채워 우린 gold
13	Stacking the 0’s like a pool table	당구대만큼 늘려 0
15	Yeah yeah falling in my motion	Yeah yeah falling in my motion (splash woo woo)
16	We’re enjoying this feeling, every time	[태용/All] 우린 이 기분을 즐겨 느껴 every time
17	All you kids who lost me, please stop hitting my line	[태용/All] 날 놓친 애들에겐 제발 stop hitting my line
18	It’s building up but I’m still not satisfied	[태용/All] 점점 쌓여 가지 but I’m still not satisfied
19	Of course, we’re on the regular	[재현/All] 당연하게 on the regular
20	I’m not ordinary, irregular	[재현/All] 난 보통이 아냐 irregular
21	We make the world go	[마크/All] We make the world go
22	Higher higher	[윈윈/All] 더 높이 높이
23	We make the world go	[도영/All] We make the world go
24	Putting everything on the line, filling it all up, I want it	[유타/All] 모든 걸 걸어 다 전부 채워 I want it
25	We’re aiming for a higher place	더 높은 곳을 향해
26	And shooting	조준해 활을 쏘지 (yeah yeah yeah)
28	It’s my only value	내 유일한 가치 (hey hey)
29	Flying through the sky, painting a picture	하늘을 날아 (fly) 그림을 그려 (skerr)
30	In my head	내 머리 속 (yeah)
31	We never lose, passing our limits	We never lose (nah) 한계를 넘어 (nothin’)
32	We do what we do	We do what we do (ball)
34	Shine the lights, flashes bursting	조명 비춰 터뜨려 flash
36	I shine even more	보다 내가 빛나게
39	Can’t even look at us cause we’re going higher	쳐다보지도 못하게
40	Till we become a dot	점이 될 때까지 더 위
43	Like Kanye, we touch the sky, above the clouds	Kanye처럼 we touch the sky 구름 위를
44	Everyone’s jealous, I did it all by myself	모두 날 부러워해 I did it all by myself
45	And now we in a zone	And now we in a zone (ice ice)
49	Yeah yeah falling in my motion	Yeah yeah falling in my motion (splash)
50	We’re enjoying this feeling, every time	[유타/All] 우린 이 기분을 즐겨 느껴 every time
51	All you kids who lost me, please stop hitting my line	[유타/All] 날 놓친 애들에겐 제발 stop hitting my line
52	It’s building up but I’m still not satisfied	[유타/All] 점점 쌓여 가지 but I’m still not satisfied
53	Of course, we’re on the regular	[윈윈/All] 당연하게 on the regular
54	I’m not ordinary, irregular	[윈윈/All] 난 보통이 아냐 irregular
55	We make the world go	[태용/All] We make the world go
56	Higher higher	[쟈니/All] 더 높이 높이
57	We make the world go	[해찬/All] We make the world go
58	Putting everything on the line, filling it all up, I want it	[태용/마크] 모든 걸 걸어 다 전부 채워 I want it
59	Multi-colored diamonds like a rainbow	Multicolored diamonds like a rainbow
60	PLR your eyes, so dazzling (your brain go)	PLR your eyes 번쩍 눈이 부셔 (your brain go)
61	We glow, we flash, can’t handle it, let’s dance	자체발광 we flash 주체 안돼 let’s dance
63	Heads, shoulders, knees and toes, knees and toes	[태용/마크] 머리 어깨 무릎 발 무릎 발
64	Let’s get bounce	[태용/마크] Let’s get bounce
68	We’re setting this track on fire	우리는 이 트랙에 불질러
69	This melody is wave, do it our way	[도영/재현] 이 멜로디는 wave, do it our way
71	We’re enjoying this feeling, every time	[마크/All] 우린 이 기분을 즐겨 느껴 every time
72	All you kids who lost me, please stop hitting my line	[마크/All] 날 놓친 애들에겐 제발 stop hitting my line
73	It’s building up but I’m still not satisfied	[태일/해찬] 점점 더 쌓여 가지 but I’m still not satisfied
76	We make the world go	[유타/All] We make the world go
79	We make the world go	[쟈니/All] We make the world go
80	Putting everything on the line, filling it all up, I want it	[태용/All] 모든 걸 걸어 다 전부 채워 I want it
2	A kid who was especially scared of the dark	유난히 어둠을 무서워하던 아이
3	Why was I so scared right before I went to sleep?	잠에 들기 전 그 순간이 왜 그리
4	But when I heard your voice over the phone	겁이 났는지 전화기 너머로 들린
5	I felt at ease	포근한 목소리에 마음 놓았던
6	It’s our some story, a secret we shared	우리만의 Some story 함께 나눈 비밀
7	Suddenly those memories faded	어느새 바랜 기억을 안고
9	My shadow grew as much as my height	Uh 내 키만큼 자라난 그림자
10	You’ve resembled me, I know	날 꼭 닮은 익숙한 니 모습에 I know
11	We always walked together, oh you are	그래 우린 늘 함께 걸어왔는걸 Oh you are
12	My never-changing, my best friend	변하지 않는 My best friend
13	Always in that same place	언제나처럼 그 자리에
14	Who cares if we fight, we’ll make up soon anyway	조금 다투면 어때 금세 풀어질 텐데
15	Throwing jokes at each other as if nothing’s wrong	또 아무렇지 않게 실없는 농담을 던지며
16	It’s funny, time keeps passing	웃기지 시간은 계속 흐르는데
17	but how come things don’t change?	어쩜 그대로잖아 변한 게 없어
18	It’s our some story	우리만의 Some story 셀 수 없는 매일
19	Memories that built up countlessly	차곡히 쌓인 기억을 안고
23	We always walked together, oh you are	그래 우린 늘 함께 걸어왔는걸 Oh you are (You are)
25	On this path that we stood on without preparation	아무 준비 없이 나선 이 길의
26	We don’t know the end but it’s alright	끝을 몰라도 괜찮아
27	My shadow grew as much as my height	내 키만큼 자라난 그림자 (자라난 그림자 yeah)
31	My never-changing, my oh	변하지 않는 My oh
1	You, I’ll show you a new me, don’t hide	You 새로운 나를 보여줄게 숨지 마
2	Touch, I’m falling into this feeling of walking on a cloud	Touch 구름 위를 걷는 이 기분에 난 빠져가
3	Under the moonlight	반쯤 나를 비추는
4	That shines on me halfway	저 달빛 아래 서서
6	Rather than any other words	다른 어떤 말보다
7	I’ll tell you that I like you	나 니가 좋아 니가 좋아 고백해
8	If you’re wandering somewhere in the future	먼 미래에서 헤매인다면
9	I want to transcend time	나는 시간 속을 초월하고 싶어
10	Like those twinkling stars	빛나는 저 별들처럼
11	I wanna cross the scattered dimensions	흐트러진 차원을 넘어
12	With you at the end of this road	너와 난 이 길 끝에
13	Following the secret road	비밀스런 발 길을 따라서
14	I see us in the shining mirror	반짝이는 거울 속에 우리가 보여
15	I’m crossing this bridge like a dream	꿈만 같은 이 다리를 건너
16	I’ll open the small door and run to you	작은 문을 열고 난 달려갈게
18	I’ll give you love Hey	I’ll give you love hey
19	We feel a warmth in our hearts	우리 둘의 마음 속에 온기가 느껴져
22	Let’s be together forever in the same time	같은 시간 속에 영원히 함께해
23	Stop, don’t hesitate on where to go	Stop 어디로 갈지 더는 망설이지 마
24	I’m by your side, I’ll promise you	곁엔 내가 있잖아 꼭 약속할게 네게
37	As I look at the small flowers	바람결에 떨어지는
38	That fall with the wind	작은 꽃잎을 보면서
39	I gather up the hidden memories, one by one	[새/서] 감춰둔 기억들이 하나 둘씩 모여
40	I’m looking for you	널 찾아가고 있어
0	Hi there, say hello without being extra	Hi there 인사해 호들갑 없이
1	Let’s start, without introductions	시작해요 서론 없이
2	No touching, back off back off	스킨십은 사양할게요 Back off back off
3	I like it like this, balance balance	이대로 좋아요 Balance balance
4	It’s me, it’s me, nothing different	It’s me 나예요 다를 거 없이
5	What’s the gossip about me these days?	요즘엔 뭔가요 내 Gossip
6	Lights searching me, scanner scanner	탐색하는 불빛 Scanner scanner
7	What’s my score today? Jealous jealous	오늘은 몇 점인가요? Jealous jealous
8	Why does she like those kinds of clothes?	쟤는 대체 왜 저런 옷을 좋아한담?
9	What’s that blank face she’s making?	기분을 알 수 없는 저 표정은 뭐람?
10	She looks different, is it from stress?	태가 달라진 건 아마 Stress 때문인가?
11	She worries me	걱정이야 쟤도 참
13	If you cross this line, it’s a violation, beep	이 선 넘으면 침범이야 Beep
14	Keeping manners stop here, it’s ma ma ma mine	매너는 여기까지 It’s ma ma ma mine
17	If you cross that line, I’ll get serious, beep	그 선 넘으면 정색이야 Beep
18	Stop it, keep the distance	Stop it 거리 유지해
20	Comma we don’t owe owe owe owe (anything)	Comma we don’t owe owe owe owe (Anything)
21	I don’t care what your secret is	I don’t care 당신의 비밀이 뭔지
22	All of your stories	저마다의 사정 역시
23	Let me politely decline, not my business	정중히 사양할게요 Not my business
24	I like it like this, talk talkless	이대로 좋아요 Talk talkless
25	Still me, still me, no need to be surprised	Still me 또예요 놀랄 거 없이
27	Your eyes getting busy, checki checking	바빠지는 눈빛 Checki cheking
28	Like playing spot the difference, hash tagging	매일 틀린 그림 찾기 Hash tagging
29	She’s walking so straight, she might trip and fall	꼿꼿하게 걷다가 삐끗 넘어질라
30	Wonder if she knows everyone’s whispering about her	다들 수군대는 걸 자긴 아나 몰라
31	I think she’s hanging out with that person everyone’s talking about	요새 말이 많은 걔랑 어울린다나?
32	She has problems	문제야 쟤도 참
42	Let me do this comfortably	편하게 하지 뭐
43	Hey you, do you understand what I’m saying? Huh?	어 거기 너 내 말 알아 들어? 어?
45	I’m sure you still don’t know	에이 아직 모를 걸
46	Am I wrong? Am I the bad guy again? Huh?	내 말 틀려? 또 나만 나뻐? 어?
48	Turn on your signal lights, you have no class, knock knock knock	깜빡이 켜 교양이 없어 너 Knock knock knock
49	Enough, I won’t deal with you anymore, block block block block block	Enough 더 상대 안 해 Block block block block block
50	If you don’t know, start memorizing this babe	잘 모르겠으면 이젠 좀 외워 Babe
52	So easy, right?	참 쉽지 Right
0	Baby don’t leave me	Baby 나를 떠나지 마
1	I can’t do anything	니가 없인 아무것도 아닌 이 밤은
2	If you leave me tonight	안 되겠어 난
3	I can feel it	느껴지는 걸
4	This love has gone so far	세차게 뛰고 있는 사랑의 흔적
5	Look at me	날 똑바로 봐
6	My gazes burning like a flame	저 불꽃처럼 타는 내 눈빛
7	It makes your hands get hotter	뜨거워진 너의 두 손이
8	We dancing all night long	밤새도록 춤을 추겠지
9	Don’t think about it anymore	더 생각하지 말고 다가와
10	Come one, this may be the last time we’re together	또 다시 없을 오늘 너와 나
11	Oh I’m willing to do anything for you	Oh 기꺼이 너라면 모든 걸
12	How can I do	Cómo le hacemos
13	In order to make you fall in love with me (Once again)	Para poderte enamorar (Otra vez)
