	eng	kor
2	For remaining in that photo with a bright smile	사진 속에 환하게 웃어줘서 너를 남겨줘서
3	But why can’t I be filled up?	그런데 왜 채워지지 않아
4	I’m going back to the past	그때로 나 돌아가
5	I’m running to you	너에게로 나 달려가고 있잖아
6	Even when I run out of breath, I can’t see you	숨이 가빠와도 나 너를 볼 수 없잖아
8	Don’t go, don’t leave me	떠나가지 마 날 두고 가지 마
9	I can still feel you	아직 널 느낄 수 있어
10	Thank you, my heart is always beating toward you	Thank you 나의 심장은 널 향해 뛸 테니까
11	My eyes are only looking at you	내 두 눈은 오직 너만 바라보니까
12	Because the way you talk and your voice still remains so clearly	너의 말투 목소리도 선명하게 남아 있으니까
20	It’s alright, even if I can’t ever touch you again	괜찮아 이제 다시 널 만질 수 없다 해도
21	You wrap around me like eternity	너는 영원처럼 날 감싸 안아
22	Always stay close to me	언제나 가까이 있어줘
28	I’m running to you	나 달려가고 있잖아
0	Somebody do it like that	[택/재현] Somebody do it like that
3	You’re looking at me and when you started coming to me	니가 날 바라보네 조금씩 내게 다가올 때
4	My alarm went off and I was sad that the dream ended	때마침 울린 알람 소리에 깨버린 꿈이 아까워
5	It’s always the same pattern, I’m getting used to it now	매번 똑같은 패턴 이제 나도 익숙해져 가
6	But I always feel the sadness yeah yeah yeah	하지만 느껴지는 아쉬움 Yeah Yeah Yeah
7	Feels like reality, there’s no way it’s a dream	현실 같아 이건 절대 꿈일 리가 없는데
8	But it keeps getting farther away, we live in our dreams	자꾸만 멀어지네 We live in our dreams
9	Let me do what I want, so you can’t ever escape, yey	날 내 맘대로 하게 둬 너 절대 못 도망가게 Yey
10	Again today, I’m living in my dreams	오늘도 상상 속에 사는 나
11	I hope this will all become reality	모든 게 꿈이 아닌 현실이 되길
12	If you and I recognize each other	만약에 너와 나 서로 알아본다면?
13	If we’re meant to be	만약에 말이야 둘이 운명이라면?
14	The trembling in my heart is only you	이 마음속 떨림은 너뿐이라고
15	I wish I could tell you	니 두 눈에 말했으면 좋겠다
16	Oh oh oh if I got you, if I got you	오오오오 If I got You If I got You
17	Oh oh oh, if I got you, some day	오오오오 If I got You 언젠가
18	My footsteps get a little faster	나의 걸음이 조금 빨라서
19	I’m already here	미리 와버린 이곳으로 니가
20	Just waiting for you to come	오기만을 기다리고 있는 나
21	It’s alright if your footsteps are slow	느린 걸음이라도 좋아 내 곁에
22	I believe you’ll come, my hopes are high	다가올 너란 걸 믿고 또 기대해
24	If this is a love from a novel	IF 소설 속 사랑이면 너
25	I’ll run out and make it into a documentary	뛰쳐나가 만들 거야 배경을 다큐로
26	I met you out of chance	만약의 확률로 만난 너를 그냥 마냥
27	And I can’t just watch	지켜볼 순 없어
29	Again today, I’m living in my dreams	오늘도 상상 속에 사는 너
37	I’ll gather my heart and go to you	진심을 모아 너에게 갈게
38	A part of me is scared	한편으론 두렵기도 해
39	But I wanna tell you without regrets	난 후회 없이 표현할래
40	I’m only waiting for you, come to me	너만 기다리고 있어 내게 와
41	I want to stand in front of you	앞에서 널 마주하고 싶은데
42	But even in my dreams, it won’t go my way	꿈 속인데도 내 맘대로 안되네
43	If this becomes reality, if reality becomes you	만약이 현실이 되고 현실이 너가 되면
44	I’d be so happy, how about you?	좋겠다 넌 어때?
48	I wish I could tell you	[대열/주찬] 니 두 눈에 말했으면 좋겠다
51	Oh oh oh if I got you, if I got you	오오오오 [승민/와이] If I got You If I got You
0	My heart keeps heating up	내 심장이 자꾸만 뜨거워져
1	As if I’m in the middle of the desert	사막 한가운데 인 것처럼
2	I need to find my oasis, I’m making a wish	찾아야 해 나의 오아시스 소원을 빌어
3	What I want is only you, la la la la	원하는 건 오직 너뿐이야 La La La La
4	I don’t need beautiful silk or a flashy life	멋진 비단과 망토 빛나는 삶도 다 필요 없어
5	Without you, everywhere I go is like prison	너 없인 어디든 거긴 감옥
6	Maybe I’ve gone crazy, I’m looking for you	그래 미쳐버린 건지 몰라 널 찾아 난
7	I’m slowly falling, I’m not afraid	천천히 빠져들어 난 두렵지 않은걸
8	I’ll go without anyone noticing	나조차도 눈치채지 못하게
9	(La La La La) Your silhouette flickers	(La La La La) 아른거리는 너의 실루엣
10	(La La La La) Even if it’s just an illusion, I want you	(La La La La) 다 환상이라도 난 너를 원해
11	I’m praying, this is a song that’s calling out to you	기도해 이건 널 부르는 노래
12	I’m praying that you’ll remember me	기도해 네가 날 기억해내길
13	Even when the waves crash and winds blow	파도쳐 날 끌어당겨도 바람 불어 앞을 가려도
14	If only I have you, I can keep going	[벤지/건민] 네가 있다면 내가 갈 거야
15	Oh I’d die for this love	[벤지/건민] Oh I’d die for this love
16	It’s like a scene from a book of my childhood	마치 어릴 때 본 책처럼 마지막 장면이 다
17	I wish it was a happy ending	해피엔딩이라면 얼마나 좋을까
18	Now I’m changing the ending	이제 결말을 바꿔 되돌아가
19	You’re the only one who can save me	날 구원해줄 사람은 너 하나
20	Hurry and let’s run away so the villains can’t find us	빨리 도망가 악당들이 우릴 찾아내지 못하게
21	I’m an adventurer of this love	난 이 사랑의 모험가
31	In just one moment, the winds brought me here	한순간의 바람이 여기로 날 데려왔어
32	Now all of the illusions have disappeared like mist	이제 모든 환상이 안개처럼 사라졌어
33	Everyone is staring, it’s like magic	전부 다 노려봐 마치 마법처럼
34	I’m waiting for you to come back	네가 내게 돌아오길 기다리고 있어 난
35	(La la la la) I don’t want an illusion, I want the real you	(La La La La) 환상이 아닌 진짜 너를 원해
0	The clock keeps ticking	시계의 초침은 흐르고
1	And I’m endlessly changing	나는 끊임없이 변해가
2	I’m walking on this path in my own way	나만의 방식대로 걷는 길
3	My heart is as free as the air	내 맘은 공기만큼 자유로워
4	wuhwuhwuh, thanks, that’ll be all	Wuhwuhwuh 고마워 거기까지
5	yayaya, you’re a bit too much	Yayaya 과도한 니 관심
6	whowhowho, just remember one thing	Whowhowho 한가지만 기억해
7	nanana, I’m just being me	Nanana 나는 나일 뿐이야
8	I go where my heart goes	내 맘이 가는 대로가
9	That’s my only path	이건 오직 나의 길
10	Same things are no fun	똑같은 건 재미없어
11	I’m gonna do as I feel	내 느낌대로 할 거야
15	Your lies that you don’t even mean	맘에도 없는 니 거짓말
16	And your repetitive warnings, take them away	반복된 충고는 가져가
17	I’ll make my own days great	내가 만들어가 멋진 날
18	I’m happy like this	나는 이대로 좋아
20	Why force me into your standards?	나를 왜 니 기준에 맞추니?
21	When you and I are so different?	너와 나는 많이 다른데 왜
22	Do you still have more to say?	아직 할말이 더 남았니
23	I feel like you should be getting angry now	이제 좀 화가 날 것 같은데
24	wuhwuhwuh, what more do you want	Wuhwuhwuh 뭐가 더 궁금하니
25	yayaya, you’re too much	Yayaya 과도한 니 관심
26	whowhowho, will you go away now?	Whowhowho 이제 그만 꺼줄래?
40	I wanna follow my own map	내가 만든 지도 위로 가고 싶어
41	I wanna live my day however I want	내 맘대로 내 하루를 살고 싶어
42	I’ll go wherever my feet go	발길이 닿는 대로가
43	This is my only path	이건 오직 나의 길
44	No one can stop me	아무도 날 방해 못해
45	I’m gonna do it my way	내 방식대로 할 거야
49	Your lies are colored with fakeness	가식에 물든 니 거짓말
50	Put down your awkward warnings	어설픈 충고는 내려놔
0	Time stopped	시간이 멈췄어
1	The traffic lights don’t change	신호등 안 바뀌어
2	I keep getting older	나이는 계속 들어
4	They stay in the memories	기억에 머물러
5	That’s why they don’t change	그래서 안 바뀌어
6	Getting short-sighted	시야는 좁아져
7	Open your eyes uh	눈 좀 떠 uh
8	I get it, everyone was like that back then	이해는 돼 그 당시에 다 그랬다는 걸
9	But why should I hear it now?	근데 난 왜 그걸 이제 들어야 하는겨
11	Nobody’s right only opinion	Nobody’s right 오직 의견
12	That was then and now please let me go	그때는 그때 지금은 지금 제발 놔줘
13	The same words every day, aren’t you tired?	매일 똑같은 말 지겹지도 않아?
14	You don’t even remember saying that	알고 보니 말한 기억도 안 나는
16	Why do you keep saying no?	왜 자꾸 다 안된다는 건데
17	Never mind the past ey	지나간 과거 신경 꺼 ey
20	Gone days Woah (Go away)	꼰대 Woah (Go away)
21	Gone days Woah	꼰대 Woah
23	Even if you tell me something	이것저것 말해줘도 비염
24	I let it go out like cleaning my nose	세척하는 것처럼 흘려
25	Strangely whatever you say	이상하게 뭔 말만 해도
26	I take it as nagging	난 잔소리밖에 안 들려
27	Hm just because you’re stuck in the past	흠 과거 속에 갇혀 있다고
28	Don’t drag me in	나도 끌어당기지 마
29	In some ways, I feel sorry for you I’ll tell you why	어찌 보면 조금 불쌍한 것 같아 I’ll tell you why
30	You want to teach me as a senior in life	인생 선배 입장에서 가르치고 싶은 마음
31	You want me to be successful after 10 or 20 years	10년 20년 후 성공했으면 하니까
32	Thank you for caring about me	신경 써줘서 고맙기도 해
47	This year is ending anyway	어차피 올해도 끝났는데
48	Stop saying “back in my days”	“나 때는 말이야” 그만 좀 해
49	I can’t stand it anymore ey	더 이상 참기가 힘들어 ey
51	I get it you’re doing this because you’re worried	걱정돼서 그러는 거 이해해
52	But trust me for once ey	그래도 한번 믿어줘 ey
53	I’ll take responsibility for the future	다가올 미래를 책임질게
0	A late night, yeah	늦은 밤 Yeah
1	Sweeter than sweet, uh	달디 단 Uh
3	I can’t turn it down	거부 못해 난
4	It’s just like you	마치 너 같지
5	Suddenly making me hesitate	문득 망설이게 한
6	But makes me keep going	자꾸 손이 가게 가게 한
7	A thrilling sweetness, I can’t stop	짜릿한 Sweetness 멈추지 못해
8	I look at it (yeah)	눈에 넣고 (Yeah)
9	Smell it (smell)	향기 맡고 (맡고)
10	When it touches the tip of my tongue (Ay)	혀끝 닿으면  (Ay)
14	You make me dizzy, you’re mysterious	날 어지럽게 해 넌 신비로워
17	Don’t run away from me	내게서 달아나지 마
18	I want to be with you	너와 있고 싶어
19	I want to make you angry	화나게 하고 싶어
20	My feelings change so much	이랬다저랬다 나도
21	Even I don’t know what I want	내 맘 모르겠어
22	I like you	좋아하는 거야
23	I miss you	보고 싶은 거야
24	You’re entering and leaving my heart	내 맘속에 들어왔다
25	Over and over again	갔다 그러는 거야
26	A late night (chocolate, coconut glazing)	늦은 밤 (초콜릿, Coconut glazing)
27	Sweeter than sweet (almond, mint chip icing)	달디 단 (아몬드, Mint chip icing)
28	A guilty bite, huh? (Pour it, dip it, bite)	A guilty bite, huh? (뿌리고 입히고 샥)
29	I can’t turn it down (A mouthful, crispy!)	거부 못해 난 (한 입, 바삭!)
31	Everything is fun	모든 게 재미있어
32	It takes me to a new world	신기한 것 가득가득한
33	Filled with fascinating things	새로운 세상으로 데려가
34	Step 1: Mix it (Yeah)	Step 1: Mix it  (Yeah)
35	Step 2: Bake it (Bake it)	Step 2: Bake it  (Bake it)
36	Step 3: Serve it (Ay)	Step 3: Serve it  (Ay)
52	I’m curious	궁금해 너에게
